City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
351,San Miguel de Tucumán,40,AR,1612480130,48,-26.8241,-65.2226,84.2,2.3
352,Warmbad,0,NA,1612480250,26,-28.45,18.7333,77.31,11.41
353,Yumen,12,CN,1612480251,61,40.2833,97.2,28.94,15.37
354,Makakilo City,90,US,1612480252,60,21.3469,-158.0858,71.6,6.91
355,Conde,0,BR,1612480252,83,-7.2597,-34.9075,78.8,6.91
356,Yangi Marg`ilon,5,UZ,1612480252,64,40.4272,71.7189,33.8,4.61
357,Ukiah,1,US,1612480253,36,39.1502,-123.2078,63.0,1.79
358,High Level,20,CA,1612480253,70,58.5169,-117.136,-14.8,10.36
359,Ţahţā,40,EG,1612480254,58,26.7693,31.5021,57.2,6.91
360,Alofi,75,NU,1612480012,78,-19.0595,-169.9187,82.4,10.36
361,Springbok,0,ZA,1612480254,58,-29.6643,17.8865,60.3,2.55
362,Keetmanshoop,0,NA,1612480255,23,-26.5833,18.1333,79.36,11.7
363,Palmer,20,US,1612480010,60,42.1584,-72.3287,33.8,8.05
364,Voyvozh,100,RU,1612480255,97,62.892,54.9635,14.95,7.63
365,Dawlatabad,92,AF,1612480256,50,36.4141,64.9053,46.44,2.71
366,Astoria,90,US,1612480105,93,46.1879,-123.8313,46.99,12.66
367,Sitrah,0,BH,1612480256,88,26.1547,50.6206,66.2,9.22
368,Chiria,8,IN,1612480257,44,22.3,85.2667,52.25,0.92
369,Cedar City,1,US,1612480257,35,37.6775,-113.0619,37.4,13.8
370,Cascais,75,PT,1612480258,93,38.6979,-9.4215,54.0,5.75
371,Atherton,98,GB,1612480258,88,53.5237,-2.4935,45.0,1.99
372,Talcahuano,90,CL,1612480258,94,-36.7167,-73.1167,59.0,10.36
373,Muscatine,90,US,1612480134,93,41.4667,-91.1335,23.0,32.21
374,St. George's,75,GD,1612480258,77,12.0564,-61.7485,78.13,15.86
375,Conceição do Araguaia,33,BR,1612480258,81,-8.2578,-49.2647,77.88,4.14
376,Talnakh,100,RU,1612480259,86,69.4865,88.3972,-22.59,1.5
377,Bereslavka,0,RU,1612480259,87,48.6254,44.0449,42.8,13.42
378,Porto-Novo,40,BJ,1612480004,84,6.4965,2.6036,84.2,12.66
379,Yerbogachën,90,RU,1612480260,87,61.2767,108.0108,-22.29,0.89
380,Onega,100,RU,1612479915,92,63.9061,38.1404,5.34,9.26
381,Baykit,99,RU,1612480261,88,61.67,96.37,-3.3,2.73
382,Nizwá,0,OM,1612480262,78,22.9333,57.5333,53.51,0.69
383,Ca Mau,84,VN,1612480262,83,9.1769,105.15,73.6,5.12
384,Storsteinnes,90,NO,1612480263,92,69.2408,19.2344,30.2,1.14
385,Petropavlovka,99,RU,1612480265,90,50.6114,105.3196,8.13,3.06
386,Traiguén,0,CL,1612480265,20,-38.25,-72.6833,90.01,1.92
387,Oktyabr'skiy,100,RU,1612480265,96,54.4815,53.471,34.7,8.66
388,Tortolì,40,IT,1612480266,94,39.9256,9.6572,55.0,2.3
389,Beitbridge,88,ZW,1612480266,72,-22.2167,30.0,80.02,6.58
390,Preobrazheniye,3,RU,1612480266,79,42.9019,133.9064,6.84,6.6
391,George Town,20,MY,1612480018,78,5.4112,100.3354,75.2,7.52
392,Tommot,31,RU,1612480267,77,58.9564,126.2925,-31.43,1.34
393,Puerto Colombia,20,CO,1612480102,78,10.9878,-74.9547,80.6,11.5
394,Rio Verde de Mato Grosso,100,BR,1612480267,83,-18.9181,-54.8442,77.86,8.05
395,Bedelē,19,ET,1612480268,54,8.456,36.353,58.14,2.64
396,Ginir,0,ET,1612480268,36,7.1333,40.7,55.15,4.79
397,Malye Derbety,16,RU,1612480268,85,47.9547,44.6808,43.56,9.78
398,Kasempa,28,ZM,1612480269,93,-13.4584,25.8338,63.97,3.38
399,Flic en Flac,40,MU,1612480269,73,-20.2742,57.3631,79.0,11.5
400,Sohag,40,EG,1612480269,62,26.557,31.6948,55.4,8.05
401,Galle,96,LK,1612480270,86,6.0367,80.217,74.89,4.32
402,Yining,87,CN,1612480270,90,29.0361,114.5636,51.35,0.81
403,Faya,0,SA,1612480270,76,18.3851,42.4509,60.8,5.75
404,Biak,100,ID,1612480271,80,-0.9131,122.8766,76.96,1.43
405,Tuatapere,74,NZ,1612480271,54,-46.1333,167.6833,66.06,3.29
406,Ust'-Kut,100,RU,1612480272,91,56.7938,105.7672,2.98,3.0
407,Korla,8,CN,1612480272,82,41.7597,86.1469,24.87,3.6
408,Gumdag,91,TM,1612480272,46,39.2061,54.5906,51.53,6.76
409,Vostok,39,RU,1612480273,86,46.4856,135.8833,-21.01,6.22
410,São José da Coroa Grande,3,BR,1612480273,79,-8.8978,-35.1478,79.07,11.56
411,Mawlaik,0,MM,1612480273,68,23.6333,94.4167,56.59,1.48
412,Pachino,20,IT,1612480262,87,36.7186,15.0907,53.01,4.61
413,‘Ewa Beach,90,US,1612480274,60,21.3156,-158.0072,71.6,6.91
414,Gravdal,20,NO,1612480274,74,68.1214,13.5031,32.0,4.61
415,Itupiranga,40,BR,1612480275,80,-5.1347,-49.3267,78.4,2.13
416,Provincia di Teramo,100,IT,1612480275,91,42.65,13.6833,46.99,2.55
417,Kamenka,100,RU,1612480275,98,51.3223,42.7678,39.0,14.56
418,Wilmington,1,US,1612480275,49,34.2257,-77.9447,44.6,9.22
419,Bagdarin,100,RU,1612480275,84,54.4333,113.6,-8.64,2.8
420,Champerico,75,GT,1612480267,74,14.3,-91.9167,82.4,8.97
421,Laguna,1,US,1612480275,39,38.421,-121.4238,60.8,9.22
422,Namatanai,83,PG,1612480276,73,-3.6667,152.4333,83.44,2.42
423,Cayenne,90,GF,1612480029,74,4.9333,-52.3333,80.6,10.36
424,Straumen,20,NO,1612480276,78,63.8709,11.2999,21.99,11.5
425,Balakhta,99,RU,1612480276,94,55.38,91.6,5.09,4.79
426,Baruun-Urt,35,MN,1612480277,92,46.6806,113.2792,8.06,4.9
427,Nelson Bay,1,AU,1612480277,65,-32.7167,152.15,80.6,10.36
428,Myingyan,10,MM,1612480277,82,21.4667,95.3833,53.6,2.01
429,Birjand,0,IR,1612480277,22,32.8663,59.2211,26.6,4.61
430,Glendive,75,US,1612480277,63,47.1053,-104.7125,21.99,16.11
431,Tabou,2,CI,1612480277,90,4.423,-7.3528,78.4,7.36
432,Marshfield,90,US,1612480278,86,44.6689,-90.1718,28.99,20.71
433,Kutum,5,SD,1612480278,37,14.2,24.6667,55.2,13.2
434,Mahon,90,ES,1612480225,100,39.8885,4.2658,51.8,5.75
435,Klyuchi,100,RU,1612480279,98,52.2667,79.1667,19.27,4.94
436,Soyo,100,AO,1612480279,84,-6.1349,12.3689,80.53,7.49
437,Goderich,100,CA,1612480077,59,43.7501,-81.7165,32.0,13.8
438,Tura,0,IN,1612480250,58,25.5198,90.2201,59.4,3.51
439,Vestmanna,40,FO,1612480279,69,62.1564,-7.1664,33.8,19.57
440,Mossamedes,0,AO,1612480279,69,-15.1961,12.1522,71.98,8.75
441,Toora-Khem,100,RU,1612480280,91,52.4675,96.11,8.74,2.71
442,Koutiala,20,ML,1612480280,16,12.3917,-5.4642,78.87,6.53
443,Avera,40,US,1612480281,32,33.194,-82.5271,53.6,4.61
444,Charters Towers,94,AU,1612480281,73,-20.1,146.2667,78.93,11.45
445,Kisii,46,KE,1612480281,76,-0.6817,34.7667,62.76,3.62
446,Cape Canaveral,1,US,1612480281,72,28.4058,-80.6048,62.6,4.61
447,Verkhnyaya Inta,59,RU,1612480282,90,65.9811,60.3094,-5.46,9.51
448,Steinbach am Taunus,20,DE,1612480282,87,50.1667,8.5667,46.0,6.91
449,Ratnagiri,0,IN,1612480282,51,16.9833,73.3,72.48,4.5
450,Bogorodskoye,100,RU,1612480282,96,56.55,37.8833,11.55,8.7
451,Kiama,55,AU,1612480282,77,-34.6833,150.8667,79.0,4.0
452,Garchitorena,98,PH,1612480283,86,13.8804,123.6946,77.65,16.64
453,Chimoio,40,MZ,1612480283,100,-19.1164,33.4833,75.2,4.61
454,Port Hedland,40,AU,1612480170,89,-20.3167,118.5667,80.6,6.91
455,Yuxia,46,CN,1612480215,55,34.0615,108.6291,39.0,2.24
456,Barra Patuca,61,HN,1612480283,65,15.8,-84.2833,74.79,5.93
457,Nemuro,38,JP,1612480283,87,43.3236,145.575,13.55,11.18
458,Fort Saint James,100,CA,1612480283,95,54.4333,-124.25,19.76,1.97
459,Ancud,0,CL,1612480164,38,-41.8697,-73.8203,78.8,6.91
460,Lac du Bonnet,100,CA,1612480284,100,50.2536,-96.0612,3.0,10.0
461,Perth,0,AU,1612480284,58,-31.9333,115.8333,63.0,17.27
462,Maniitsoq,1,GL,1612480284,72,65.4167,-52.9,10.11,8.48
463,Aldan,74,RU,1612480285,78,58.6031,125.3894,-29.25,1.1
464,Amurzet,89,RU,1612480285,83,47.6967,131.0981,-13.0,4.85
465,Houston,75,US,1612480159,60,29.7633,-95.3633,77.0,9.22
466,Eresós,0,GR,1612480285,87,39.1667,25.9333,53.6,3.44
467,Alyangula,90,AU,1612480283,83,-13.8483,136.4192,82.4,5.75
468,Bāndarban,12,BD,1612480147,58,22.1965,92.2262,54.14,2.3
469,Kabare,87,CD,1612480286,83,-2.4683,28.8242,61.16,0.43
470,Vuktyl,97,RU,1612480286,93,63.8567,57.3094,10.92,6.35
471,Kamina,61,CD,1612480286,89,-8.7386,24.9906,65.28,2.82
472,Noumea,75,NC,1612480287,74,-22.2763,166.4572,84.2,13.8
473,Coração de Jesus,0,BR,1612480287,57,-16.6853,-44.365,82.4,3.44
474,Kalabo,99,ZM,1612480287,87,-14.97,22.6814,68.52,1.66
475,Sicuani,99,PE,1612480287,65,-14.2694,-71.2261,55.38,3.56
476,Yarmouth,90,US,1612480287,65,41.7057,-70.2286,37.4,4.61
477,Hāveri,44,IN,1612480288,54,14.8,75.4,65.71,7.09
478,Beira,79,MZ,1612480288,83,-19.8436,34.8389,79.74,5.91
479,Maţāy,7,EG,1612480289,82,28.419,30.7792,57.56,13.98
480,San Mateo del Mar,0,MX,1612480289,65,16.2,-95.0,78.67,11.41
481,Pinega,100,RU,1612480289,93,64.7001,43.3936,2.53,11.65
482,Yulara,90,AU,1612480289,63,-25.2406,130.9889,66.2,11.5
483,Visnes,27,NO,1612480289,63,59.3556,5.2242,23.0,10.36
484,Kimbe,100,PG,1612480290,91,-5.5502,150.1429,76.24,3.47
485,The Valley,20,AI,1612480290,78,18.217,-63.0578,79.0,10.36
486,Ust'-Donetskiy,100,RU,1612480290,88,47.6419,40.8718,47.25,18.39
487,Victor Harbor,2,AU,1612480290,68,-35.5667,138.6167,62.01,1.99
488,Hwange,8,ZW,1612480291,92,-18.3693,26.5019,68.59,1.7
489,Okha,100,RU,1612480291,88,53.5739,142.9478,-11.63,22.03
490,Sochi,90,RU,1612480292,76,43.6,39.7303,53.6,11.18
491,Bayangol,98,RU,1612480292,89,50.6977,103.4656,2.91,3.15
492,Banda Aceh,46,ID,1612480293,79,5.5577,95.3222,76.86,12.64
493,Santa Cruz,75,MA,1612480293,100,30.4202,-9.5982,57.2,6.91
494,Youhao,73,CN,1612480293,86,47.8667,128.8333,-12.32,2.51
495,Charter Township of Clinton,90,US,1612480107,80,42.587,-82.9199,33.01,16.11
496,Guerrero Negro,100,MX,1612480294,60,27.9769,-114.0611,64.62,19.22
497,Quatre Cocos,40,MU,1612480294,73,-20.2078,57.7625,79.0,11.5
498,Ingham,90,US,1612480294,86,42.6,-84.3833,28.4,16.11
499,Kontagora,0,NG,1612480294,17,10.3999,5.4695,78.17,7.58
500,Vigrestad,0,NO,1612480295,73,58.5667,5.7,18.0,3.44
501,Guadalupe y Calvo,10,MX,1612480295,36,26.1,-106.9667,60.26,10.07
502,Margate,78,GB,1612480043,89,51.3813,1.3862,46.99,1.99
503,Kem',100,RU,1612480295,93,64.9555,34.5793,7.07,16.55
504,Sinnamary,93,GF,1612480296,80,5.3833,-52.95,77.11,13.35
505,Ordu,0,TR,1612480296,67,40.9086,37.6845,55.4,12.66
506,Washougal,90,US,1612480296,87,45.5826,-122.3534,45.0,5.75
507,Caravelas,2,BR,1612479998,79,-17.7125,-39.2481,77.83,7.49
508,Rawson,0,AR,1612480297,17,-43.3002,-65.1023,89.67,25.1
509,Camacupa,51,AO,1612480297,97,-12.0167,17.4833,61.81,2.86
510,Ouadda,9,CF,1612480297,19,8.0777,22.4007,76.23,7.25
511,Tiznit Province,100,MA,1612480297,84,29.5833,-9.5,51.19,9.62
512,Gáldar,75,ES,1612480297,63,28.147,-15.6502,63.0,12.66
513,Ampanihy,90,MG,1612480297,76,-24.7,44.75,78.04,4.92
514,Grão Mogol,27,BR,1612480298,79,-16.5594,-42.8897,70.36,1.32
515,Maceió,0,BR,1612480298,88,-9.6658,-35.7353,77.0,8.05
516,La Asuncion,24,VE,1612480298,83,11.0333,-63.8628,77.79,17.56
517,Zhuhai,20,CN,1612480299,82,22.2769,113.5678,64.4,11.5
518,Saint-Pierre,75,RE,1612480171,69,-21.3393,55.4781,80.6,4.61
519,Qingdao,0,CN,1612480299,81,36.0986,120.3719,41.0,8.95
520,Chifeng,4,CN,1612480299,89,42.2683,118.9636,19.31,8.5
521,Kottūru,34,IN,1612480299,64,14.8167,76.2167,65.44,9.93
522,Beloomut,100,RU,1612480300,98,54.9448,39.3394,23.67,13.56
523,Port Blair,0,IN,1612480083,82,11.6667,92.75,77.54,7.96
524,Husiatyn,95,UA,1612480300,81,49.0726,26.2141,35.01,13.0
525,Doha,0,QA,1612480300,94,25.2867,51.5333,66.2,5.73
526,Krasnosel'kup,87,RU,1612480185,87,65.7,82.4667,-18.85,6.85
527,Jiaxing,100,CN,1612480301,82,30.7522,120.75,50.0,4.0
528,Zakharovo,100,RU,1612480301,99,54.366,39.2792,31.89,3.91
529,Dicabisagan,100,PH,1612480301,84,17.0818,122.4157,72.9,9.89
530,Beyneu,89,KZ,1612480301,72,45.3167,55.2,43.56,9.75
531,Punta Alta,0,AR,1612480301,39,-38.8759,-62.0736,76.15,13.47
532,Yaan,27,NG,1612480302,16,7.3833,8.5667,80.35,2.91
533,Celendín,97,PE,1612480303,75,-6.8703,-78.1517,58.35,3.06
534,San Carlos,98,VE,1612480303,52,9.6612,-68.5827,85.86,0.29
535,Qinhuangdao,0,CN,1612480303,79,39.9317,119.5883,29.62,8.41
536,Sokolo,93,ML,1612480122,16,14.7328,-6.1219,73.51,4.52
537,Dabat,3,ET,1612480304,53,12.9842,37.765,49.86,2.93
538,Mildura,75,AU,1612480026,59,-34.2,142.15,62.6,10.36
539,Belmonte,0,BR,1612480305,73,-15.8631,-38.8828,78.8,9.22
540,Touros,0,BR,1612480305,69,-5.1989,-35.4608,80.6,11.5
541,Coihueco,0,CL,1612480159,42,-36.6167,-71.8333,84.2,9.22
542,Kulhudhuffushi,100,MV,1612480305,72,6.6221,73.07,81.12,4.61
543,Morón,0,AR,1612480306,42,-34.6534,-58.6198,81.0,5.26
544,Abalak,100,RU,1612480307,96,58.1286,68.5944,12.79,7.56
545,Yar-Sale,69,RU,1612480012,87,66.8333,70.8333,-21.3,6.93
546,Pangai,75,TO,1612480307,84,-19.8,-174.35,84.2,9.22
547,Khāsh,0,IR,1612480307,58,28.2211,61.2158,38.07,1.83
548,Poconé,74,BR,1612480307,85,-16.2567,-56.6228,78.03,6.46
549,Santa Maria,20,BR,1612480308,73,-29.6842,-53.8069,73.4,8.05
550,Cadillac,90,US,1612480308,64,44.2519,-85.4012,32.0,16.11
551,Tucumã,87,BR,1612480309,92,-0.1833,-50.05,77.02,7.54
552,Guasdualito,57,VE,1612480309,49,7.2424,-70.7324,86.54,3.83
553,Rovnoye,100,RU,1612480310,97,50.7765,46.0509,38.52,12.97
